GeneID,Chromosome,Peak_Start,Peak_End,Strand,,
Mettl10,chr7,140043883,140044609,+,,
Kif21b,chr1,138027250,138027827,+,,
Gm17112,chr5,137972841,137973697,+,,
Gm15850,chr1,138027250,138027827,+,,
Gm12093,chr11,29592488,29593906,+,,
Fbxl14,chr6,119428869,119430942,+,,
Epo,chr5,137972841,137973697,+,,
Eif2s2,chr2,154717995,154718653,+,,
Egr2,chr10,66998047,66999205,+,,
D1Ertd622e,chr1,99558046,99559451,+,,
Cpsf4,chr5,145927820,145928178,+,,
Bambi,chr18,3507265,3507841,+,,
B4galt5,chr2,167175045,167175377,+,,
Wnt5b,chr6,119428869,119430942,+,,
Rbms1,chr2,60716133,60716417,+,,
Pebp4,chr14,70377640,70378281,+,,
Nsun2,chr13,69673642,69674429,+,,
Msrb3,chr10,120319117,120320413,+,,
Inpp4a,chr1,37365325,37365758,+,,
Gnb2,chr5,137972841,137973697,+,,
Fgfr2,chr7,140043883,140044609,+,,
Cd9,chr6,125416982,125418078,+,,
B3gnt5,chr16,19768136,19768578,+,,
Arfip1,chr3,84463897,84465010,+,,
a,chr2,154717995,154718653,+,,
S1pr1,chr3,115502186,115504842,+,,
Ccnj,chr19,40884437,40884563,+,,
Rfc2,chr5,135047232,135047956,+,,
AC127354.1,chr6,143095369,143096454,+,,
Nuak2,chr1,134207501,134209549,+,,
Yy1,chr12,110030241,110031312,+,,
Suz12,chr11,79805801,79806514,+,,
Tmcc3,chr10,93819584,93819754,+,,
Nsmaf,chr4,6370754,6371362,+,,
Gm17384,chr5,63249253,63250041,+,,
Dock11,chrX,33470187,33471207,+,,
9430041J12Rik,chr7,4034023,4035065,+,,
Rps29,chr12,70260628,70261366,+,,
Zfp407,chr18,84758929,84759079,+,,
Zfp161,chr17,69732903,69733691,+,,
Ubtd2,chr11,32355211,32355772,+,,
Topbp1,chr9,103207326,103207476,+,,
Slc41a1,chr1,133723735,133724667,+,,
Rrp8,chr7,112884969,112885431,+,,
Rnf157,chr11,116274429,116275176,+,,
Rexo4,chr2,26819853,26820263,+,,
Pld3,chr7,28337685,28338279,+,,
Ilk,chr7,112884969,112885431,+,,
Gm13565,chr2,62279156,62279727,+,,
Ddx19a,chr8,113521469,113521926,+,,
Cxxc5,chr18,35988091,35988916,+,,
Atxn7l3,chr11,102157990,102159481,+,,
4930481A15Rik,chr19,5406906,5407282,+,,
4831426I19Rik,chr12,106247176,106247734,+,,
2310022A10Rik,chr7,28337685,28338279,+,,
1300017J02Rik,chr9,103207326,103207476,+,,
Ubash3b,chr9,40878951,40879240,+,,
Rbm47,chr5,66460430,66461686,+,,
Kcnn4,chr7,25158556,25159529,+,,
Gm13561,chr2,62279156,62279727,+,,
Gli1,chr10,126775814,126776164,+,,
2010204K13Rik,chrX,6999873,6999968,+,,
SNORA67,chr14,28375725,28376238,+,,
Gm13009,chr4,135644753,135646385,+,,
Ccnj,chr19,40895652,40896512,+,,
Pmaip1,chr18,66630302,66631258,+,,
Hemt1,chr15,74656861,74657162,+,,
Cd72,chr4,43478718,43479652,+,,
Tbc1d10c,chr19,4190146,4192641,+,,
Ppp1ca,chr19,4190146,4192641,+,,
Arl5b,chr2,14970341,14972388,+,,
Anp32e,chr3,95732179,95734416,+,,
Rabgap1l,chr1,162163885,162164445,+,,
Prex1,chr2,166537209,166537921,+,,
Nsun6,chr2,14970341,14972388,+,,
1700026D11Rik,chr2,132337548,132338329,+,,
Arap2,chr5,63169943,63170634,+,,
Zswim5,chr4,116548228,116549774,+,,
Ube2k,chr5,65927553,65929604,+,,
Txnl4a,chr18,80403410,80403589,+,,
Tubd1,chr11,86358066,86359105,+,,
Ttc39d,chr17,80604990,80605343,+,,
Trpc2,chr7,109213600,109213970,+,,
Tbcd,chr11,121313072,121313455,+,,
Scnm1,chr3,94937622,94937960,+,,
Rps6kb1,chr11,86358066,86359105,+,,
Rnf121,chr7,109213600,109213970,+,,
Psma3,chr12,72075265,72076309,+,,
Ppfibp2,chr7,114737313,114738585,+,,
Plekhh3,chr11,101034509,101035757,+,,
Pfkp,chr13,6647922,6648485,+,,
Pdlim2,chr14,70577211,70577663,+,,
Optn,chr2,4984478,4985285,+,,
Nup133,chr8,126472675,126473916,+,,
Lysmd1,chr3,94937622,94937960,+,,
Ly6e,chr15,74784993,74785095,+,,
Jmy,chr13,94269033,94269697,+,,
Iqgap3,chr3,87886646,87887027,+,,
Igkv2-109,chr6,68252242,68252451,+,,
Homer1,chr13,94074555,94075921,+,,
Gm16956,chr12,100800028,100803139,+,,
Gm16286,chr18,80403410,80403589,+,,
Gm13432,chr2,25412817,25413950,+,,
Gm12993,chr4,116548228,116549774,+,,
Gm11999,chr11,11587445,11589672,+,,
Edf1,chr2,25412817,25413950,+,,
Cxxc5,chr18,35989232,35989652,+,,
Cnih4,chr1,183081040,183081639,+,,
Bzrap1,chr11,87571554,87572345,+,,
AW047730,chr3,88004194,88004746,+,,
Api5,chr2,94277668,94278690,+,,
1500002O10Rik,chr2,70399887,70401287,+,,
1110003E01Rik,chr5,65927553,65929604,+,,
Tsc22d4,chr5,138190144,138190769,+,,
Srsf7,chr17,80604990,80605343,+,,
Spnb2,chr11,30097082,30098722,+,,
Snx30,chr4,59828472,59828586,+,,
Sesn1,chr10,41607084,41608794,+,,
Ikzf1,chr11,11587445,11589672,+,,
Gm20388,chr8,126472675,126473916,+,,
Gad1,chr2,70399887,70401287,+,,
Fam49a,chr12,12308459,12309226,+,,
Cntnap1,chr11,101034509,101035757,+,,
Ccr10,chr11,101034509,101035757,+,,
Bad,chr19,7025607,7026544,+,,
Alcam,chr16,52450233,52451224,+,,
4921508M14Rik,chr12,35486465,35487656,+,,
Fut8,chr12,78640553,78640943,+,,
Atl2,chr17,80354044,80354487,+,,
Arf6,chr12,70517553,70518236,+,,
Tlr8,chrX,163666571,163668059,+,,
Pebp4,chr14,70464478,70464827,+,,
Arhgef3,chr14,28042503,28044752,+,,
Jund,chr8,73217530,73218170,+,,
Vapa,chr17,65962700,65964453,+,,
Sgpl1,chr10,60609657,60611039,+,,
Twf2,chr9,106114364,106114749,+,,
Arhgap18,chr10,26518675,26519839,+,,
Nup210,chr6,91073472,91074118,+,,
Nop16,chr13,54691086,54691791,+,,
Higd2a,chr13,54691086,54691791,+,,
Tpm3,chr3,89885117,89886241,+,,
Tcf7l2,chr19,55817935,55818279,+,,
Pvt1,chr15,62076841,62077178,+,,
Tex22,chr12,114313345,114313680,+,,
Bsdc1,chr4,129138065,129139458,+,,
SNORD93,chr5,23214099,23214614,+,,
Whrn,chr4,63156422,63156687,+,,
Suox,chr10,128111089,128112086,+,,
SNORA61,chr9,107887147,107888179,+,,
Pias4,chr10,80630256,80632787,+,,
Pbld2,chr10,62487306,62488073,+,,
Il15,chr8,84926540,84926920,+,,
Hnrnph3,chr10,62487306,62488073,+,,
H2-DMb1,chr17,34289706,34290384,+,,
Grasp,chr15,101054637,101054716,+,,
Gm16221,chr10,75411289,75412836,+,,
Gdi1,chrX,71550329,71550602,+,,
Dstyk,chr1,134313380,134314901,+,,
Arf5,chr6,28371569,28372142,+,,
AC134382.1,chr10,75411289,75412836,+,,
A330009N23Rik,chr15,101054637,101054716,+,,
6230427J02Rik,chr9,107887147,107888179,+,,
1300018J18Rik,chr15,88919085,88919773,+,,
Vpreb3,chr10,75411289,75412836,+,,
Tgfbr2,chr9,116047402,116049059,+,,
Slc7a1,chr5,149200938,149201296,+,,
Sh3bp5,chr14,32223636,32223790,+,,
Rin3,chr12,103606169,103606683,+,,
Pqlc1,chr18,80452639,80453079,+,,
Inpp4a,chr1,37416306,37416426,+,,
Hdhd2,chr18,77182447,77182891,+,,
Gm20388,chr8,125071369,125073703,+,,
Gfod1,chr13,43396255,43396790,+,,
Gcc1,chr6,28371569,28372142,+,,
Foxp1,chr6,99044463,99046202,+,,
Fam38a,chr8,125071369,125073703,+,,
Dlg4,chr11,69842355,69843799,+,,
Cdyl2,chr8,119156918,119157201,+,,
Cdhr4,chr9,107887147,107888179,+,,
Ank,chr15,27517762,27518101,+,,
Tomm20,chr8,129337746,129337884,+,,
Elk3,chr10,92805682,92806855,+,,
7SK,chr12,88170719,88171483,+,,
Igkc,chr6,70690625,70691050,+,,
Ccdc18,chr5,108675512,108675857,+,,
Cbx8,chr11,118915185,118917198,+,,
Tnfaip3,chr10,18710348,18711090,+,,
Rp2h,chrX,19932283,19932799,+,,
Rnf4,chr5,34677888,34680285,+,,
Pax3,chr1,78198102,78198397,+,,
Dhx57,chr17,80636004,80636514,+,,
Spred2,chr11,19819538,19820915,+,,
Frg1,chr8,42502272,42502517,+,,
Tcf12,chr9,71743105,71744423,+,,
Reep5,chr18,34531966,34533054,+,,
Gm17133,chr17,65102654,65104600,+,,
Bmf,chr2,118374643,118376029,+,,
Myzap,chr9,71436783,71437125,+,,
Man2a1,chr17,65102654,65104600,+,,
Gcom1,chr9,71436783,71437125,+,,
Adipor2,chr6,119345321,119346668,+,,
Xbp1,chr11,5421009,5422180,+,,
U6,chr11,98806792,98807381,+,,
Thbs3,chr3,89017103,89017627,+,,
Tap1,chr17,34323669,34324900,+,,
Senp8,chr9,59598070,59599609,+,,
Psmb9,chr17,34323669,34324900,+,,
Myo9a,chr9,59598070,59599609,+,,
Gm17710,chr7,95433230,95434595,+,,
Gm11725,chr11,117733266,117733664,+,,
Fcrl5,chr3,87239213,87239848,+,,
Fam167a,chr14,64053959,64054553,+,,
Eif3m,chr2,104856931,104857488,+,,
Cggbp1,chr16,64850407,64850525,+,,
Cfl2,chr12,55963280,55963365,+,,
AC113124.1,chr19,37251553,37252632,+,,
4632411B12Rik,chr1,36425074,36426321,+,,
Tpd52,chr3,8968597,8969116,+,,
Tha1,chr11,117733266,117733664,+,,
Rara,chr11,98806792,98807381,+,,
Prkd2,chr7,17430616,17431092,+,,
Pag1,chr3,9823813,9824083,+,,
Nid1,chr13,13576728,13576967,+,,
Mtx1,chr3,89017103,89017627,+,,
Hipk2,chr6,38672697,38673526,+,,
Hcrtr2,chr9,76168653,76169410,+,,
Gm16641,chr11,50057336,50057588,+,,
Ctsc,chr7,95433230,95434595,+,,
Cpeb3,chr19,37251553,37252632,+,,
Ccdc73,chr2,104856931,104857488,+,,
Camk2d,chr3,126453809,126454115,+,,
Bcl11a,chr11,23982498,23983310,+,,
Bcat1,chr6,144971598,144971679,+,,
BC051142,chr17,34548031,34548354,+,,
Arhgap9,chr10,126760391,126761871,+,,
Anxa6,chr11,54811665,54812077,+,,
A330032B11Rik,chr19,37251553,37252632,+,,
Gm11077,chr6,140764971,140765800,+,,
Mir5118,chr16,55519883,55520146,+,,
Gm10088,chr16,19010454,19011651,+,,
Slco4a1,chr2,180176550,180177151,+,,
Ak2,chr4,128696217,128696754,+,,
Bcl9l,chr9,44301035,44301815,+,,
Il5ra,chr6,106699606,106700718,+,,
Cbx4,chr11,118951192,118951671,+,,
Gm2447,chr3,52558944,52559134,+,,
Fcgr1,chr3,96143934,96145502,+,,
4930415F15Rik,chr11,11457605,11458010,+,,
Emc6,chr11,72989711,72991047,+,,
H2afy3,chr15,62076841,62077178,+,,
Lrrk2,chr15,91464242,91464874,+,,
Arhgap27os3,chr11,103207628,103208282,+,,
Mir6387,chr12,15594012,15594198,+,,
Pde7a,chr3,19232569,19232799,+,,
Gm2447,chr3,52442890,52443003,+,,
Spag6,chr2,18616557,18623237,+,,
Armc12,chr17,28659603,28662683,+,,
Mir8091,chr19,41717556,41717992,+,,
Exo5,chr4,120597567,120598135,+,,
Pgghg,chr7,148126577,148128716,+,,
Bach2os,chr4,32651392,32652260,+,,
4930512M02Rik,chr11,11468797,11469882,+,,
Apoa1,chr9,45984262,45984616,+,,
Ptma,chr1,88383708,88384489,+,,
Fcgr1,chr3,96132473,96133734,+,,
Rn4.5s,chr6,47585962,47587442,+,,
Susd6,chr12,81893943,81894101,+,,
Mir6957,chr15,80465271,80465339,+,,
Gm21975,chr11,79340278,79344496,+,,
Rnf19b,chr4,128711948,128712698,+,,
Lgmn,chr12,103606169,103606683,+,,
G530011O06Rik,chrX,166434842,166435341,+,,
Borcs6,chr11,68872412,68872881,+,,
Clec2l,chr6,38660598,38660658,+,,
4933431G14Rik,chr6,72089639,72091301,+,,
Epb41l2,chr10,25079079,25079844,+,,
Mir3089,chr2,30562671,30563658,+,,
H2-Eb1,chr17,34437507,34438932,+,,
Wsb1,chr11,79021215,79021547,+,,
Gm12669,chr7,144766857,144768694,+,,
Bcl11a,chr11,24145174,24146232,+,,
Rubcnl,chr14,75424298,75425585,+,,
5730488B01Rik,chr4,44717189,44719153,+,,
Tnfrsf13c,chr15,82062629,82063454,+,,
Kansl1l,chr1,66862066,66863579,+,,
Zbtb11,chr16,55973708,55974110,+,,
Supt5,chr7,29123598,29124283,+,,
Irf8,chr8,123238968,123239503,+,,
Tmem121,chr12,114460273,114460481,+,,
Adgre1,chr17,57483495,57484048,+,,
5930430L01Rik,chr5,149788625,149788769,+,,
Gcg,chr2,62297349,62299248,+,,
Trib2,chr12,15977957,15979012,+,,
Irgc1,chr7,25235643,25235780,+,,
1700012D01Rik,chr10,127104040,127106053,+,,
Slc26a1,chr5,109097513,109098394,+,,
Mir6995,chr19,47405200,47405605,+,,
Chrac1,chr15,72948072,72948981,+,,
Gm19582,chr1,89763228,89763550,+,,
Derl1,chr15,57641078,57641767,+,,
Cenpu,chr8,47637041,47637330,+,,
A230028O05Rik,chr16,24972657,24973410,+,,
Ripk2,chr4,16039736,16039852,+,,
LOC105245869,chr14,118631032,118634196,+,,
Gm15708,chr5,145044487,145044724,+,,
4930529L06Rik,chr16,84682285,84682751,+,,
Adam6b,chr12,114665684,114665894,+,,
Mknk2,chr10,80144853,80145016,+,,
Rprm,chr2,53703045,53703689,+,,
Sspn,chr6,146061152,146062096,+,,
Rpia,chr6,70694008,70694318,+,,
Sap18,chr14,58390788,58391837,+,,
Apoa1,chr9,46000478,46001229,+,,
Igf2r,chr17,12976196,12976348,+,,
Traf4,chr11,77982732,77982911,+,,
Adgrd1,chr5,129583350,129583764,+,,
Pbdc1,chrX,102274628,102275949,+,,
St6gal1,chr16,23188225,23188337,+,,
Amz2,chr11,109274573,109276002,+,,
Lbr,chr1,183783303,183783947,+,,
Ifnk,chr4,35078728,35079259,+,,
Flnb,chr14,8606331,8607084,+,,
Ceacam16,chr7,20456501,20456837,+,,
Wfdc21,chr11,83559613,83560201,+,,
2010010A06Rik,chr18,75437888,75439558,+,,
Tmem154,chr3,84519045,84520018,+,,
Mir467h,chr9,115408258,115408842,+,,
Ikbke,chr1,133281158,133281270,+,,
Ezr,chr17,7020497,7020895,+,,
Chsy1,chr7,73330082,73330541,+,,
Pgpep1l,chr7,75274036,75274335,+,,
1810026B05Rik,chr7,80761955,80764403,+,,
Wdr26,chr1,183177359,183177700,+,,
8430431K14Rik,chr19,31412495,31412609,+,,
Mirt1,chr19,53508542,53508803,+,,
Zyg11b,chr4,107983306,107983754,+,,
Pnisr,chr4,21774448,21775657,+,,
Ap5z1,chr5,142916452,142917736,+,,
Stum,chr1,182358247,182358505,+,,
Cfap45,chr1,174443182,174444774,+,,
Epc2,chr2,49272387,49273108,+,,
Il21r,chr7,132723280,132726594,+,,
4933411E08Rik,chr10,117377599,117378737,+,,
Gm12596,chr4,59348738,59349431,+,,
Hottip,chr6,52212491,52213175,+,,
Tmcc2,chr1,134238391,134239177,+,,
Chd7,chr4,8573777,8577373,+,,
Med13,chr11,86198973,86199635,+,,
Hfe2,chr3,96302683,96306502,+,,
Saysd1,chr14,20901998,20902402,+,,
9430078K24Rik,chr12,81099284,81099769,+,,
Dach2,chrX,110981503,110981775,+,,
Clcf1-pold4,chr19,4213191,4214800,+,,
1700056E22Rik,chr1,185627181,185627563,+,,
Ndrg1,chr15,66870922,66871702,+,,
Wdr26,chr1,183162313,183162627,+,,
H2afy3,chr15,62011743,62013711,+,,
Sec22c,chr9,121584201,121584406,+,,
Cenpu,chr8,47635389,47636171,+,,
1700056E22Rik,chr1,185803804,185803848,+,,
Rbm38,chr2,172886945,172887725,+,,
Irf4,chr13,30911953,30912304,+,,
Snhg15,chr11,6428330,6428882,+,,
Dreh,chr17,65102654,65104600,+,,
Chst14,chr2,118801772,118802427,+,,
Tmem261,chr4,74923573,74924268,+,,
Gm15706,chr6,145224379,145225685,+,,
Mir1195,chr17,71236060,71236281,+,,
A530013C23Rik,chr2,167580791,167581033,+,,
Sptbn1,chr11,30097082,30098722,+,,
Scimp,chr11,70617408,70617946,+,,
4933433H22Rik,chr17,84515888,84516460,+,,
Cdh23,chr10,60167781,60169331,+,,
Mrps23,chr11,88001261,88001609,+,,
Agfg1,chr1,82827818,82830194,+,,
Smim14,chr5,65876869,65879189,+,,
Ncoa3,chr2,165808105,165808846,+,,
Ren2,chr1,135244371,135245264,+,,
4930529L06Rik,chr16,84606536,84606655,+,,
Dgkd,chr1,89743609,89744077,+,,
Oser1,chr2,163245389,163245690,+,,
Hck,chr2,152916360,152916971,+,,
Borcs7,chr19,46772702,46772966,+,,
1700064M15Rik,chr12,100864610,100866650,+,,
Herpud1,chr8,96889171,96890210,+,,
E230013L22Rik,chr8,11464035,11464184,+,,
Adora2a,chr10,74762060,74763809,+,,
4930459C07Rik,chr10,95840293,95840621,+,,
1700020G17Rik,chr10,110258823,110259007,+,,
Ccnd2,chr6,127105218,127106938,+,,
Mir6934,chr11,119027004,119027607,+,,
Supt4a,chr11,87558471,87558661,+,,
4930459C07Rik,chr10,95837055,95837423,+,,
Mir200c,chr6,124672676,124675384,+,,
Lao1,chr4,118672116,118672455,+,,
Dusp2,chr2,127140300,127140429,+,,
Skida1,chr2,17966547,17967292,+,,
Mir122,chr18,65464336,65465136,+,,
Crebrf,chr17,26852323,26852627,+,,
Fcgr1,chr3,96135434,96139713,+,,
Syne3,chr12,106251182,106251687,+,,
Noct,chr3,51028494,51028854,+,,
4930567H12Rik,chr8,128082744,128083002,+,,
Snord93,chr5,23376929,23378055,+,,
Kansl3,chr1,36425074,36426321,+,,
Ier5,chr1,156897419,156897612,+,,
Malt1,chr18,65574233,65577092,+,,
Gm34637,chr12,12587547,12587660,+,,
Rubcnl,chr14,75417643,75418235,+,,
Kbtbd11,chr8,14994416,14994634,+,,
5830416I19Rik,chr5,64431693,64432464,+,,
Ado,chr10,67097638,67097869,+,,
4930545H06Rik,chr10,67833851,67834100,+,,
Particl,chr6,72387833,72389697,+,,
Ccr7,chr11,99048221,99048409,+,,
Bmt2,chr6,13641659,13641926,+,,
Ado,chr10,67142905,67144039,+,,
Ago2,chr15,72980950,72981910,+,,
Hira,chr16,19010454,19011651,+,,
Slc16a6,chr11,109355698,109356515,+,,
Dap,chr15,31209309,31209726,+,,
Bcl2l11,chr2,127912686,127913179,+,,
Dyrk2,chr10,118241773,118241942,+,,
Mir7681,chr1,53907976,53908714,+,,
Amigo2,chr15,97287877,97289916,+,,
Carlr,chr2,18819679,18819880,+,,
5031425E22Rik,chr5,22891290,22893547,+,,
Gimap9,chr6,48615588,48616472,+,,
Tmem119,chr5,114264437,114264657,+,,
H2afy3,chr15,62097053,62097314,+,,
Lyrm7os,chr11,54620784,54622217,+,,
Mir8120,chr3,65461739,65463718,+,,
4930529L06Rik,chr16,84585442,84585516,+,,
N4bp2l1,chr5,151424125,151424484,+,,
4930459C07Rik,chr10,95727853,95730114,+,,
Snora65,chr2,32819823,32823231,+,,
Vps54,chr11,21080197,21081124,+,,
Cep162,chr9,87150029,87150587,+,,
AA388235,chr17,34118126,34119426,+,,
Otulin,chr15,27571101,27571450,+,,
Gm6607,chr9,22128816,22129465,+,,
Grhpr,chr4,44982699,44984100,+,,
Elmsan1,chr12,85583453,85584429,+,,
Cxcr4,chr1,130662446,130662499,+,,
Lrrc32,chr7,105683029,105683233,+,,
Gid4,chr11,60230358,60231252,+,,
Irf4,chr13,30924930,30926778,+,,
Rnf19b,chr4,128710019,128710583,+,,
Mir34a,chr4,149433626,149434396,+,,
Wfdc21,chr11,83550658,83551807,+,,
Mir8105,chr10,127875183,127876566,+,,
4933407G14Rik,chr10,74895295,74896193,+,,
Crtam,chr9,40879900,40881141,+,,
Mir3093,chr3,88004194,88004746,+,,
Usp20,chr2,30891276,30892989,+,,
Tagap,chr17,8064503,8065122,+,,
LOC100503496,chr11,109301366,109301764,+,,
Tmem243,chr5,9101101,9101697,+,,
9430078K24Rik,chr12,81084206,81084515,+,,
Mir7659,chr10,77760261,77762316,+,,
Mir155hg,chr16,84703146,84703741,+,,
Tgfb3,chr12,87304642,87305104,+,,
Zmiz2,chr11,6265511,6266333,+,,
4833419F23Rik,chr18,4353371,4353525,+,,
Tldc1,chr8,122330591,122331281,+,,
Gm31763,chr10,66461571,66461775,+,,
Mir7661,chr6,108498290,108501043,+,,
1700011B04Rik,chr13,35223377,35223470,+,,
Cela3a,chr4,136943317,136943434,+,,
Gm17745,chr10,92805682,92806855,+,,
Mir3473f,chr1,108465913,108466676,+,,
Irs2,chr8,11111420,11114021,+,,
5730488B01Rik,chr4,44684057,44684178,+,,
8430431K14Rik,chr19,31298451,31298906,+,,
Psd2,chr18,36077781,36080587,+,,
Ccser1,chr6,61015821,61016319,+,,
Ptbp3,chr4,59561311,59563590,+,,
Vcl,chr14,21704484,21705006,+,,
Lta,chr17,35354721,35357514,+,,
Mir146,chr11,43208637,43209038,+,,
Fgfbp1,chr5,44338568,44341323,+,,
A530013C23Rik,chr2,167602812,167603818,+,,
Gm5069,chr1,182332821,182335404,+,,
Mir6356,chr18,68990998,68991861,+,,
Selplg,chr5,114291779,114292084,+,,
Mir7001,chr2,93267092,93268472,+,,
Ubald2,chr11,116284430,116286081,+,,
Gm2027,chr12,45342085,45342233,+,,
Wdr26,chr1,183160674,183161328,+,,
Actr2,chr11,20033069,20033266,+,,
Rmrp,chr4,43505722,43505817,+,,
Mir21a,chr11,86437870,86438074,+,,
Kmt5b,chr19,3767385,3769388,+,,
Idh2,chr7,87291001,87291434,+,,
Lncpint,chr6,31166351,31167139,+,,
Acvr1c,chr2,58275874,58276028,+,,
Matn4,chr2,164248087,164248484,+,,
Cdkn2aipnl,chr11,51751600,51753220,+,,
Mir6906,chr10,59628934,59632836,+,,
Plpp3,chr4,104936359,104936518,+,,
Maf,chr8,117935386,117936282,+,,
U2surp,chr9,95412423,95412576,+,,
Mir6996,chr2,26338789,26339401,+,,
Cobll1,chr2,65117325,65117745,+,,
44085,chr5,93520877,93523649,+,,
Edrf1,chr7,140828294,140830607,+,,
1700001D01Rik,chr8,63838639,63838995,+,,
A630072M18Rik,chr5,20454880,20457062,+,,
Egr3,chr14,70456850,70457280,+,,
Cmtm7,chr9,114720301,114721392,+,,
Prag1,chr8,37157797,37158459,+,,
Cep83,chr10,94150937,94152200,+,,
Zfp36l1,chr12,81170230,81170402,+,,
Mir5130,chr14,103305529,103307368,+,,
Smndc1,chr19,53496879,53500849,+,,
B930059L03Rik,chr12,111829659,111829901,+,,
Plbd1,chr6,136637272,136640110,+,,
4931403G20Rik,chr12,70964538,70965273,+,,
Tatdn2,chr6,113618799,113618856,+,,
Parp16,chr9,65048506,65050076,+,,
Irs2,chr8,11106978,11107359,+,,
Gm38404,chr6,127186708,127187109,+,,
9430078K24Rik,chr12,80940597,80942546,+,,
Adgrl2,chr3,148357884,148359933,+,,
Adgre5,chr8,86271355,86273677,+,,
8430423G03Rik,chr5,149770692,149770902,+,,
Irf2bpl,chr12,88160224,88160424,+,,
Irs2,chr8,11138097,11139078,+,,
Ccsap,chr8,126382673,126383853,+,,
Psd2,chr18,36086494,36088107,+,,
Cxcr4,chr1,130601783,130601979,+,,
Ublcp1,chr11,44291659,44292615,+,,
Mir7687,chr8,123062500,123062956,+,,
Slc25a19,chr11,115515329,115515668,+,,
Bfsp2,chr9,103391265,103392644,+,,
6330415G19Rik,chr17,23683358,23685099,+,,
Hs6st1,chr1,35917800,35917934,+,,
Fndc5,chr4,128807463,128807618,+,,
BC051537,chr17,34239236,34240661,+,,
Cxcr4,chr1,130663587,130664070,+,,
Cdc14a,chr3,116168693,116168939,+,,
Gm16157,chr7,75432730,75433033,+,,
Trim8,chr19,46540369,46541825,+,,
Gm15326,chr13,112853788,112854397,+,,
Rack1,chr11,48613145,48613871,+,,
1700096K18Rik,chr5,25035145,25036541,+,,
Mir3961,chr13,83203201,83205773,+,,
Ulk4,chr9,121206765,121209016,+,,
B930092H01Rik,chr9,61089957,61091660,+,,
3300005D01Rik,chr17,5798051,5800688,+,,
4921525O09Rik,chr13,52173937,52174909,+,,
Tagap,chr17,8085153,8086369,+,,
Ado,chr10,67028399,67029375,+,,
Tagap,chr17,8081711,8082474,+,,
Eef1a1,chr9,78375152,78375536,+,,
Mir146,chr11,43197985,43199277,+,,
Mir219c,chr17,34161477,34162198,+,,
Mir6367,chr16,91521957,91524729,+,,
9430078K24Rik,chr12,80728852,80730192,+,,
E230029C05Rik,chr7,97207883,97208816,+,,
Kansl1,chr11,104301010,104305356,+,,
Gm17745,chr10,92816257,92817168,+,,
Nectin1,chr9,43569700,43570510,+,,
2010106C02Rik,chr17,86736360,86736685,+,,
Ankrd60,chr2,173410493,173412346,+,,
Fli1,chr9,32416283,32418513,+,,
Fam49b,chr15,63944097,63944972,+,,
Cr2,chr1,197029318,197029764,+,,
Elmsan1,chr12,85535367,85536492,+,,
Maf,chr8,117921764,117922329,+,,
2010010A06Rik,chr18,75446249,75447352,+,,
Bcl2l11,chr2,128028935,128030085,+,,
Nrros,chr16,32163096,32165719,+,,
Foxd2,chr4,114575512,114576352,+,,
Mgat4a,chr1,37642642,37643486,+,,
4930512J16Rik,chr6,89230564,89230763,+,,
Mir1a-2,chr18,10918350,10918642,+,,
Ado,chr10,67061170,67062510,+,,
Gm4792,chr10,93819584,93819754,+,,
9430078K24Rik,chr12,81076120,81076370,+,,
Tmem266,chr9,55173818,55175521,+,,
Stard5,chr7,90807936,90808305,+,,
Tspear,chr10,77136458,77137727,+,,
Wdr26,chr1,183157002,183158478,+,,
AI427809,chr4,53358243,53358634,+,,
Gm3716,chr5,65053313,65054366,+,,
Mirt1,chr19,53534704,53536778,+,,
Sspn,chr6,146157614,146158020,+,,
Itgav,chr2,83540793,83541199,+,,
Dthd1,chr5,63249253,63250041,+,,
D030024E09Rik,chr15,61370659,61370804,+,,
Rp2,chrX,19921517,19922569,+,,
Gm16157,chr7,75426870,75428307,+,,
Grk2,chr19,4303413,4306490,+,,
Gm21057,chr7,87219505,87220321,+,,
H3f3a,chr1,182756849,182758057,+,,
Dthd1,chr5,63238000,63238802,+,,
Irs2,chr8,11096962,11099506,+,,
Gpx4,chr10,79537532,79538399,+,,
D330050G23Rik,chr2,116797714,116798308,+,,
Kcnmb1,chr11,33832346,33833399,+,,
Marcks,chr10,37041103,37041271,+,,
Bcas2,chr3,103010333,103010658,+,,
Prss16,chr13,22106960,22107835,+,,
Mpnd,chr17,56161670,56161872,+,,
Fam212a,chr9,107887147,107888179,+,,
Fbxo48,chr11,16877634,16879084,+,,
Rubcn,chr16,32861397,32862850,+,,
Themis2,chr4,132357264,132358521,+,,
B930092H01Rik,chr9,61070122,61070375,+,,
Gm3230,chr2,19579158,19579594,+,,
Nup133,chr8,126477611,126478558,+,,
Gm26839,chr12,100800028,100803139,+,,
Cyp11a1,chr9,57822324,57822462,+,,
Mir1195,chr17,71237245,71238237,+,,
1700122C19Rik,chr19,37540869,37541273,+,,
Rsph3a,chr17,8132339,8132764,+,,
A430035B10Rik,chr6,8434545,8436064,+,,
Iah1,chr12,21341437,21342305,+,,
AI506816,chr5,23214099,23214614,+,,
Jak1,chr4,100964583,100966575,+,,
Il21r,chr7,132732130,132732701,+,,
Srp14,chr2,118316835,118317649,+,,
A830052D11Rik,chr18,32557032,32557422,+,,
